transaction_id,date,year,month,quarter,region,city,category,sales_rep,quantity,unit_price,discount_pct,revenue,cost
TXN007509,2022-01-07,2022,1,Q1,South,Charlotte,Electronics,Rep_024,8,1466.54,5,11145.7,6507.12
TXN008520,2022-01-07,2022,1,Q1,North,Hartford,Home & Kitchen,Rep_036,1,326.42,20,261.14,166.22
TXN009375,2022-01-07,2022,1,Q1,West,Denver,Toys,Rep_017,2,126.62,15,215.25,149.12
TXN009638,2022-01-07,2022,1,Q1,West,Los Angeles,Clothing,Rep_017,2,171.64,0,343.28,162.05
TXN012102,2022-01-07,2022,1,Q1,North,Hartford,Electronics,Rep_004,6,574.33,5,3273.68,2130.49
TXN014813,2022-01-07,2022,1,Q1,East,Indianapolis,Sports,Rep_014,3,111.22,0,333.66,176.68
TXN004575,2022-01-08,2022,1,Q1,North,Albany,Toys,Rep_027,2,206.94,0,413.88,249.08
TXN007186,2022-01-08,2022,1,Q1,South,Charlotte,Furniture,Rep_032,8,375.3,5,2852.28,1767.23
TXN009886,2022-01-08,2022,1,Q1,South,Miami,Toys,Rep_025,4,55.66,20,178.11,118.42
TXN010110,2022-01-08,2022,1,Q1,West,Seattle,Toys,Rep_017,10,89.57,15,761.34,438.23
TXN011743,2022-01-08,2022,1,Q1,South,Dallas,Books,Rep_013,9,10.49,0,94.41,54.57
TXN012317,2022-01-08,2022,1,Q1,North,Boston,Electronics,Rep_016,3,1057.17,20,2537.21,1323.66
TXN012368,2022-01-08,2022,1,Q1,North,Boston,Toys,Rep_005,3,73.45,0,220.35,103.96
TXN012495,2022-01-08,2022,1,Q1,North,Boston,Home & Kitchen,Rep_039,8,279.42,15,1900.06,1011.18
TXN012871,2022-01-08,2022,1,Q1,North,Boston,Furniture,Rep_039,10,2362.73,0,23627.3,11056.21
TXN013234,2022-01-08,2022,1,Q1,South,Miami,Automotive,Rep_048,9,532.38,10,4312.28,2092.5
TXN000654,2022-01-09,2022,1,Q1,South,Charlotte,Furniture,Rep_039,5,2386.09,15,10140.88,6773.79
TXN000755,2022-01-09,2022,1,Q1,South,Dallas,Clothing,Rep_042,9,249.19,0,2242.71,1404.75
TXN001696,2022-01-09,2022,1,Q1,West,Phoenix,Furniture,Rep_011,5,2391.34,15,10163.19,6452.89
TXN002533,2022-01-09,2022,1,Q1,East,Indianapolis,Toys,Rep_046,4,111.96,0,447.84,283.26
TXN003025,2022-01-09,2022,1,Q1,South,Houston,Sports,Rep_033,4,28.08,20,89.86,48.1
TXN004376,2022-01-09,2022,1,Q1,North,Boston,Sports,Rep_015,5,306.74,0,1533.7,807.24
TXN004885,2022-01-09,2022,1,Q1,Central,Kansas City,Books,Rep_006,10,21.25,0,212.5,144.07
TXN005062,2022-01-09,2022,1,Q1,East,Chicago,Toys,Rep_047,3,77.55,10,209.38,131.58
TXN005835,2022-01-09,2022,1,Q1,East,Chicago,Toys,Rep_019,9,92.45,20,665.64,438.2
TXN006607,2022-01-09,2022,1,Q1,South,Charlotte,Automotive,Rep_042,4,687.33,20,2199.46,1146.38
TXN007446,2022-01-09,2022,1,Q1,South,Atlanta,Sports,Rep_037,7,249.51,0,1746.57,899.64
TXN009246,2022-01-09,2022,1,Q1,West,Los Angeles,Books,Rep_032,9,13.97,15,106.87,68.7
TXN009777,2022-01-09,2022,1,Q1,North,Philadelphia,Books,Rep_017,9,46.48,5,397.4,240.52
TXN009820,2022-01-09,2022,1,Q1,West,Seattle,Automotive,Rep_017,8,596.02,10,4291.34,2555.33
TXN011374,2022-01-09,2022,1,Q1,North,Hartford,Furniture,Rep_043,1,2272.69,5,2159.06,985.17
TXN012119,2022-01-09,2022,1,Q1,East,Columbus,Clothing,Rep_029,10,252.54,0,2525.4,1727.37
TXN012616,2022-01-09,2022,1,Q1,South,Dallas,Books,Rep_018,7,42.59,15,253.41,123.9
TXN013156,2022-01-09,2022,1,Q1,East,Columbus,Electronics,Rep_034,8,1546.88,0,12375.04,5919.82
TXN013679,2022-01-09,2022,1,Q1,North,Hartford,Clothing,Rep_031,5,170.99,5,812.2,445.65
TXN014919,2022-01-09,2022,1,Q1,South,Atlanta,Books,Rep_007,8,20.36,0,162.88,107.12
TXN002446,2022-01-10,2022,1,Q1,South,Houston,Toys,Rep_012,6,195.34,0,1172.04,680.15
TXN002494,2022-01-10,2022,1,Q1,South,Miami,Furniture,Rep_050,1,1377.89,10,1240.1,799.29
TXN002551,2022-01-10,2022,1,Q1,East,Columbus,Furniture,Rep_013,8,2374.96,0,18999.68,10278.73
TXN003399,2022-01-10,2022,1,Q1,West,Los Angeles,Automotive,Rep_003,1,442.05,15,375.74,185.88
TXN004328,2022-01-10,2022,1,Q1,East,Detroit,Toys,Rep_034,10,139.35,0,1393.5,769.38
TXN004591,2022-01-10,2022,1,Q1,West,Phoenix,Books,Rep_050,5,21.35,0,106.75,57.78
TXN005844,2022-01-10,2022,1,Q1,East,Detroit,Automotive,Rep_017,5,285.43,15,1213.08,841.22
TXN006627,2022-01-10,2022,1,Q1,East,Cleveland,Electronics,Rep_001,8,1095.9,0,8767.2,4455.88
TXN007512,2022-01-10,2022,1,Q1,South,Atlanta,Home & Kitchen,Rep_045,8,418.12,0,3344.96,2122.08
TXN009179,2022-01-10,2022,1,Q1,North,Albany,Automotive,Rep_020,10,91.96,0,919.6,451.35
TXN010344,2022-01-10,2022,1,Q1,North,Boston,Home & Kitchen,Rep_031,3,396.63,5,1130.4,712.97
TXN010395,2022-01-10,2022,1,Q1,South,Charlotte,Electronics,Rep_050,4,552.56,0,2210.24,1413.46
TXN010476,2022-01-10,2022,1,Q1,South,Houston,Sports,Rep_025,9,168.77,15,1291.09,637.64
TXN011701,2022-01-10,2022,1,Q1,South,Dallas,Electronics,Rep_029,5,228.27,5,1084.28,710.84
TXN011811,2022-01-10,2022,1,Q1,South,Charlotte,Toys,Rep_020,2,157.28,0,314.56,183.71
TXN012059,2022-01-10,2022,1,Q1,North,Philadelphia,Electronics,Rep_002,1,1779.72,10,1601.75,951.69
TXN012689,2022-01-10,2022,1,Q1,South,Charlotte,Toys,Rep_034,5,37.63,5,178.74,113.69
TXN013053,2022-01-10,2022,1,Q1,North,Hartford,Clothing,Rep_022,2,17.21,20,27.54,16.41
TXN013650,2022-01-10,2022,1,Q1,West,Seattle,Sports,Rep_025,1,151.57,0,151.57,88.2
TXN000177,2022-01-11,2022,1,Q1,East,Columbus,Automotive,Rep_010,2,65.92,0,131.84,77.42
TXN000734,2022-01-11,2022,1,Q1,South,Miami,Clothing,Rep_031,7,250.28,0,1751.96,1109.64
TXN001414,2022-01-11,2022,1,Q1,North,Hartford,Home & Kitchen,Rep_031,8,99.12,0,792.96,465.83
TXN002026,2022-01-11,2022,1,Q1,West,Los Angeles,Sports,Rep_006,10,191.53,5,1819.53,914.5
TXN002715,2022-01-11,2022,1,Q1,East,Cleveland,Furniture,Rep_050,8,1129.3,0,9034.4,5775.37
TXN003967,2022-01-11,2022,1,Q1,North,Philadelphia,Toys,Rep_040,6,43.61,10,235.49,151.96
TXN005411,2022-01-11,2022,1,Q1,North,Boston,Electronics,Rep_041,2,1609.88,0,3219.76,2145.8
TXN008227,2022-01-11,2022,1,Q1,South,Charlotte,Automotive,Rep_004,7,1200.3,0,8402.1,4847.93
TXN009106,2022-01-11,2022,1,Q1,West,Denver,Furniture,Rep_020,4,1556.47,0,6225.88,3672.46
TXN009863,2022-01-11,2022,1,Q1,North,Boston,Books,Rep_010,5,53.03,0,265.15,151.06
TXN010152,2022-01-11,2022,1,Q1,North,Albany,Home & Kitchen,Rep_027,5,317.22,0,1586.1,978.03
TXN011219,2022-01-11,2022,1,Q1,East,Columbus,Automotive,Rep_032,2,74.74,15,127.06,72.06
TXN011940,2022-01-11,2022,1,Q1,East,Indianapolis,Books,Rep_026,3,50.5,15,128.78,79.29
TXN012189,2022-01-11,2022,1,Q1,North,Boston,Furniture,Rep_022,1,1727.61,20,1382.09,811.63
TXN012391,2022-01-11,2022,1,Q1,East,Detroit,Automotive,Rep_049,1,1247.48,20,997.98,567.78
TXN013790,2022-01-11,2022,1,Q1,North,Philadelphia,Toys,Rep_048,5,115.95,0,579.75,331.93
TXN000853,2022-01-12,2022,1,Q1,West,Denver,Books,Rep_040,6,66.2,15,337.62,232.19
TXN001368,2022-01-12,2022,1,Q1,North,Hartford,Toys,Rep_036,5,150.66,20,602.64,390.92
TXN001998,2022-01-12,2022,1,Q1,Central,Kansas City,Sports,Rep_034,6,161.3,0,967.8,484.89
TXN002363,2022-01-12,2022,1,Q1,North,New York,Electronics,Rep_011,6,2000.36,15,10201.84,5966.14
TXN005017,2022-01-12,2022,1,Q1,West,Seattle,Clothing,Rep_035,8,249.25,15,1694.9,796.01
TXN005063,2022-01-12,2022,1,Q1,North,New York,Books,Rep_050,1,54.8,0,54.8,36.1
TXN006828,2022-01-12,2022,1,Q1,East,Cleveland,Clothing,Rep_028,7,45.7,5,303.91,183.05
TXN007058,2022-01-12,2022,1,Q1,Central,Nashville,Electronics,Rep_005,8,1776.36,20,11368.7,7394.13
TXN007688,2022-01-12,2022,1,Q1,North,Boston,Books,Rep_040,9,52.72,0,474.48,253.17
TXN008045,2022-01-12,2022,1,Q1,North,Boston,Sports,Rep_022,6,177.72,5,1013.0,647.03
TXN008939,2022-01-12,2022,1,Q1,Central,Louisville,Sports,Rep_044,9,215.42,0,1938.78,994.58
TXN009961,2022-01-12,2022,1,Q1,East,Indianapolis,Toys,Rep_034,5,61.79,5,293.5,175.86
TXN010828,2022-01-12,2022,1,Q1,East,Detroit,Electronics,Rep_004,7,1904.2,0,13329.4,9139.89
TXN011151,2022-01-12,2022,1,Q1,North,Philadelphia,Automotive,Rep_041,5,943.05,0,4715.25,2293.23
TXN012275,2022-01-12,2022,1,Q1,West,Denver,Home & Kitchen,Rep_029,1,355.1,5,337.35,199.11
TXN013286,2022-01-12,2022,1,Q1,South,Charlotte,Clothing,Rep_028,1,237.98,20,190.38,109.54
TXN013455,2022-01-12,2022,1,Q1,West,Los Angeles,Home & Kitchen,Rep_027,10,69.97,0,699.7,331.52
TXN015173,2022-01-12,2022,1,Q1,North,Philadelphia,Toys,Rep_009,9,129.49,20,932.33,521.75
TXN002161,2022-01-13,2022,1,Q1,South,Houston,Home & Kitchen,Rep_023,8,53.46,20,342.14,234.62
TXN002374,2022-01-13,2022,1,Q1,South,Charlotte,Clothing,Rep_042,9,141.39,20,1018.01,665.07
TXN002738,2022-01-13,2022,1,Q1,South,Charlotte,Automotive,Rep_026,4,1160.19,10,4176.68,1930.06
TXN003685,2022-01-13,2022,1,Q1,North,Boston,Clothing,Rep_029,9,253.56,5,2167.94,1279.65
TXN003860,2022-01-13,2022,1,Q1,East,Detroit,Toys,Rep_018,9,37.21,20,267.91,172.53
TXN004257,2022-01-13,2022,1,Q1,Central,Louisville,Books,Rep_033,6,23.67,0,142.02,79.43
TXN006746,2022-01-13,2022,1,Q1,South,Atlanta,Books,Rep_034,9,59.64,20,429.41,242.93
TXN007025,2022-01-13,2022,1,Q1,East,Cleveland,Furniture,Rep_020,9,2420.43,0,21783.87,13950.68
TXN007631,2022-01-13,2022,1,Q1,South,Dallas,Books,Rep_038,4,37.97,0,151.88,79.7
TXN010637,2022-01-13,2022,1,Q1,North,Hartford,Automotive,Rep_005,5,543.06,10,2443.77,1301.13
TXN011583,2022-01-13,2022,1,Q1,North,Philadelphia,Electronics,Rep_048,6,2022.67,0,12136.02,7325.81
TXN013727,2022-01-13,2022,1,Q1,South,Houston,Home & Kitchen,Rep_021,4,451.09,0,1804.36,847.97
TXN000238,2022-01-14,2022,1,Q1,North,Philadelphia,Sports,Rep_049,5,178.74,5,849.01,438.72
TXN000533,2022-01-14,2022,1,Q1,North,New York,Automotive,Rep_031,9,1223.23,20,8807.26,4780.57
TXN001567,2022-01-14,2022,1,Q1,West,Phoenix,Home & Kitchen,Rep_023,10,47.14,20,377.12,225.09
TXN002708,2022-01-14,2022,1,Q1,Central,Memphis,Books,Rep_032,5,23.25,0,116.25,59.8
TXN003554,2022-01-14,2022,1,Q1,North,Albany,Clothing,Rep_002,2,163.89,20,262.22,154.08
TXN003906,2022-01-14,2022,1,Q1,South,Houston,Books,Rep_025,8,9.57,5,72.73,40.2
TXN004060,2022-01-14,2022,1,Q1,West,Denver,Home & Kitchen,Rep_001,10,148.79,0,1487.9,844.0
TXN004262,2022-01-14,2022,1,Q1,East,Detroit,Clothing,Rep_017,5,187.97,10,845.87,575.83
TXN004998,2022-01-14,2022,1,Q1,North,Albany,Sports,Rep_045,3,402.52,15,1026.43,718.05
TXN005928,2022-01-14,2022,1,Q1,South,Houston,Toys,Rep_012,7,56.77,15,337.78,194.61
TXN006313,2022-01-14,2022,1,Q1,West,San Francisco,Toys,Rep_028,3,188.3,0,564.9,294.34
TXN008296,2022-01-14,2022,1,Q1,Central,Louisville,Home & Kitchen,Rep_045,7,479.01,0,3353.07,2003.8
TXN008407,2022-01-14,2022,1,Q1,West,Phoenix,Toys,Rep_014,2,47.82,0,95.64,56.58
TXN008906,2022-01-14,2022,1,Q1,West,San Francisco,Home & Kitchen,Rep_030,7,69.15,5,459.85,227.73
TXN008911,2022-01-14,2022,1,Q1,North,New York,Books,Rep_007,5,23.02,10,103.59,69.1
TXN010599,2022-01-14,2022,1,Q1,East,Chicago,Clothing,Rep_036,4,40.34,0,161.36,89.62
TXN010773,2022-01-14,2022,1,Q1,North,Hartford,Automotive,Rep_026,10,249.25,15,2118.62,1229.93
TXN012412,2022-01-14,2022,1,Q1,South,Houston,Home & Kitchen,Rep_045,2,146.49,20,234.38,154.09
TXN013532,2022-01-14,2022,1,Q1,South,Houston,Clothing,Rep_003,7,17.87,10,112.58,76.49
TXN014976,2022-01-14,2022,1,Q1,Central,St. Louis,Clothing,Rep_001,3,133.99,15,341.67,207.18
TXN002288,2022-01-15,2022,1,Q1,East,Cleveland,Automotive,Rep_036,1,43.97,5,41.77,23.64
TXN002601,2022-01-15,2022,1,Q1,North,Albany,Clothing,Rep_048,9,23.34,10,189.05,120.07
TXN003686,2022-01-15,2022,1,Q1,East,Columbus,Furniture,Rep_015,7,568.39,10,3580.86,2348.94
TXN004131,2022-01-15,2022,1,Q1,South,Atlanta,Home & Kitchen,Rep_001,8,501.89,15,3412.85,1958.65
TXN004249,2022-01-15,2022,1,Q1,East,Columbus,Electronics,Rep_001,10,1225.02,15,10412.67,6964.67
TXN004264,2022-01-15,2022,1,Q1,Central,Louisville,Toys,Rep_038,5,75.8,10,341.1,224.94
TXN004836,2022-01-15,2022,1,Q1,South,Atlanta,Automotive,Rep_032,3,1256.45,0,3769.35,1965.17
TXN005236,2022-01-15,2022,1,Q1,East,Cleveland,Electronics,Rep_045,7,1608.53,0,11259.71,6995.65
TXN005474,2022-01-15,2022,1,Q1,Central,St. Louis,Electronics,Rep_013,4,170.1,0,680.4,383.76
TXN006271,2022-01-15,2022,1,Q1,Central,St. Louis,Books,Rep_005,10,13.77,0,137.7,83.63
TXN006278,2022-01-15,2022,1,Q1,South,Miami,Electronics,Rep_023,7,1482.91,0,10380.37,6522.0
TXN006402,2022-01-15,2022,1,Q1,North,Philadelphia,Home & Kitchen,Rep_024,1,147.5,10,132.75,62.7
TXN006659,2022-01-15,2022,1,Q1,East,Columbus,Furniture,Rep_041,8,1648.17,20,10548.29,6702.04
TXN006905,2022-01-15,2022,1,Q1,North,Philadelphia,Sports,Rep_016,8,181.6,5,1380.16,923.9
TXN007014,2022-01-15,2022,1,Q1,South,Houston,Books,Rep_047,9,61.39,0,552.51,378.04
TXN007023,2022-01-15,2022,1,Q1,West,Phoenix,Furniture,Rep_047,8,511.01,0,4088.08,2654.66
TXN010918,2022-01-15,2022,1,Q1,Central,Louisville,Books,Rep_013,1,41.86,15,35.58,20.96
TXN012069,2022-01-15,2022,1,Q1,North,Albany,Books,Rep_027,2,51.67,5,98.17,47.6
TXN013479,2022-01-15,2022,1,Q1,East,Detroit,Automotive,Rep_043,4,653.7,0,2614.8,1739.24
TXN013867,2022-01-15,2022,1,Q1,North,Boston,Furniture,Rep_033,6,1619.89,5,9233.37,4313.28
TXN014744,2022-01-15,2022,1,Q1,West,Denver,Sports,Rep_006,1,34.19,10,30.77,20.47
TXN014999,2022-01-15,2022,1,Q1,Central,Kansas City,Automotive,Rep_020,5,723.64,0,3618.2,1821.85
TXN001801,2022-01-16,2022,1,Q1,Central,St. Louis,Clothing,Rep_006,3,244.12,5,695.74,397.77
TXN002943,2022-01-16,2022,1,Q1,West,Phoenix,Clothing,Rep_045,7,85.85,15,510.81,349.4
TXN004040,2022-01-16,2022,1,Q1,South,Dallas,Furniture,Rep_048,1,2281.73,0,2281.73,1509.06
TXN006409,2022-01-16,2022,1,Q1,Central,Kansas City,Toys,Rep_008,5,129.45,0,647.25,368.46
TXN006950,2022-01-16,2022,1,Q1,South,Miami,Furniture,Rep_014,9,593.27,5,5072.46,3200.46
TXN008228,2022-01-16,2022,1,Q1,Central,St. Louis,Furniture,Rep_040,8,1716.08,10,12355.78,7826.54
TXN008825,2022-01-16,2022,1,Q1,North,Boston,Books,Rep_023,6,26.04,5,148.43,80.62
TXN010383,2022-01-16,2022,1,Q1,North,Boston,Furniture,Rep_015,3,2526.16,5,7199.56,4584.42
TXN010639,2022-01-16,2022,1,Q1,West,Los Angeles,Toys,Rep_025,7,68.62,5,456.32,263.54
TXN013957,2022-01-16,2022,1,Q1,West,Phoenix,Sports,Rep_018,9,95.42,5,815.84,528.2
TXN014954,2022-01-16,2022,1,Q1,West,Los Angeles,Clothing,Rep_012,10,23.55,10,211.95,126.64
TXN000673,2022-01-17,2022,1,Q1,Central,Nashville,Furniture,Rep_009,10,2517.11,5,23912.55,15857.04
TXN000892,2022-01-17,2022,1,Q1,South,Dallas,Home & Kitchen,Rep_010,5,461.23,10,2075.54,1297.37
TXN001099,2022-01-17,2022,1,Q1,West,Seattle,Toys,Rep_032,7,108.67,0,760.69,358.02
TXN001406,2022-01-17,2022,1,Q1,South,Atlanta,Home & Kitchen,Rep_022,3,227.21,0,681.63,417.14
TXN002294,2022-01-17,2022,1,Q1,East,Indianapolis,Automotive,Rep_011,3,496.07,0,1488.21,866.52
TXN002399,2022-01-17,2022,1,Q1,Central,Memphis,Furniture,Rep_042,6,699.0,15,3564.9,2192.33
TXN005206,2022-01-17,2022,1,Q1,South,Charlotte,Automotive,Rep_045,9,80.74,20,581.33,402.73
TXN005473,2022-01-17,2022,1,Q1,Central,Kansas City,Electronics,Rep_043,6,1303.15,0,7818.9,5216.83
TXN006487,2022-01-17,2022,1,Q1,North,Boston,Automotive,Rep_029,1,987.09,20,789.67,453.7
TXN006601,2022-01-17,2022,1,Q1,South,Atlanta,Toys,Rep_007,8,136.63,0,1093.04,620.94
TXN006875,2022-01-17,2022,1,Q1,West,San Francisco,Clothing,Rep_014,7,119.25,0,834.75,429.62
TXN007946,2022-01-17,2022,1,Q1,West,Los Angeles,Furniture,Rep_033,9,317.48,5,2714.45,1355.84
TXN008751,2022-01-17,2022,1,Q1,North,Albany,Home & Kitchen,Rep_047,1,127.64,0,127.64,85.56
TXN010306,2022-01-17,2022,1,Q1,North,Hartford,Automotive,Rep_023,5,694.09,10,3123.41,1879.73
TXN011012,2022-01-17,2022,1,Q1,West,Phoenix,Sports,Rep_014,6,295.55,0,1773.3,920.5
TXN011034,2022-01-17,2022,1,Q1,North,Philadelphia,Home & Kitchen,Rep_017,8,53.72,10,386.78,206.29
TXN012951,2022-01-17,2022,1,Q1,South,Charlotte,Automotive,Rep_045,10,72.37,15,615.14,282.55
TXN013244,2022-01-17,2022,1,Q1,North,Albany,Home & Kitchen,Rep_027,8,339.08,10,2441.38,1108.69
TXN013960,2022-01-17,2022,1,Q1,Central,Memphis,Automotive,Rep_050,3,285.28,10,770.26,419.01
